SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2015
40,3,6,1,0,Alabama,Alabama,4858979
50,3,6,1,1,Alabama,Autauga County,55347
50,3,6,1,3,Alabama,Baldwin County,203709
50,3,6,1,5,Alabama,Barbour County,26489
50,3,6,1,7,Alabama,Bibb County,22583
50,3,6,1,9,Alabama,Blount County,57673
50,3,6,1,11,Alabama,Bullock County,10696
50,3,6,1,13,Alabama,Butler County,20154
50,3,6,1,15,Alabama,Calhoun County,115620
50,3,6,1,17,Alabama,Chambers County,34123
50,3,6,1,19,Alabama,Cherokee County,25859
50,3,6,1,21,Alabama,Chilton County,43943
50,3,6,1,23,Alabama,Choctaw County,13170
50,3,6,1,25,Alabama,Clarke County,24675
50,3,6,1,27,Alabama,Clay County,13555
50,3,6,1,29,Alabama,Cleburne County,15018
50,3,6,1,31,Alabama,Coffee County,51211
50,3,6,1,33,Alabama,Colbert County,54354
50,3,6,1,35,Alabama,Conecuh County,12672
50,3,6,1,37,Alabama,Coosa County,10724
50,3,6,1,39,Alabama,Covington County,37835
50,3,6,1,41,Alabama,Crenshaw County,13963
50,3,6,1,43,Alabama,Cullman County,82005
50,3,6,1,45,Alabama,Dale County,49565
50,3,6,1,47,Alabama,Dallas County,41131
50,3,6,1,49,Alabama,DeKalb County,71130
50,3,6,1,51,Alabama,Elmore County,81468
50,3,6,1,53,Alabama,Escambia County,37789
50,3,6,1,55,Alabama,Etowah County,103057
50,3,6,1,57,Alabama,Fayette County,16759
50,3,6,1,59,Alabama,Franklin County,31696
50,3,6,1,61,Alabama,Geneva County,26777
50,3,6,1,63,Alabama,Greene County,8479
50,3,6,1,65,Alabama,Hale County,15068
50,3,6,1,67,Alabama,Henry County,17221
50,3,6,1,69,Alabama,Houston County,104173
50,3,6,1,71,Alabama,Jackson County,52419
50,3,6,1,73,Alabama,Jefferson County,660367
50,3,6,1,75,Alabama,Lamar County,13886
50,3,6,1,77,Alabama,Lauderdale County,92596
50,3,6,1,79,Alabama,Lawrence County,33115
50,3,6,1,81,Alabama,Lee County,156993
50,3,6,1,83,Alabama,Limestone County,91663
50,3,6,1,85,Alabama,Lowndes County,10458
50,3,6,1,87,Alabama,Macon County,19105
50,3,6,1,89,Alabama,Madison County,353089
50,3,6,1,91,Alabama,Marengo County,20028
50,3,6,1,93,Alabama,Marion County,30168
50,3,6,1,95,Alabama,Marshall County,94725
50,3,6,1,97,Alabama,Mobile County,415395
50,3,6,1,99,Alabama,Monroe County,21673
50,3,6,1,101,Alabama,Montgomery County,226519
50,3,6,1,103,Alabama,Morgan County,119565
50,3,6,1,105,Alabama,Perry County,9652
50,3,6,1,107,Alabama,Pickens County,20864
50,3,6,1,109,Alabama,Pike County,33046
50,3,6,1,111,Alabama,Randolph County,22696
50,3,6,1,113,Alabama,Russell County,59660
50,3,6,1,115,Alabama,St. Clair County,87074
50,3,6,1,117,Alabama,Shelby County,208713
50,3,6,1,119,Alabama,Sumter County,13103
50,3,6,1,121,Alabama,Talladega County,80862
50,3,6,1,123,Alabama,Tallapoosa County,40844
50,3,6,1,125,Alabama,Tuscaloosa County,203976
50,3,6,1,127,Alabama,Walker County,65294
50,3,6,1,129,Alabama,Washington County,16804
50,3,6,1,131,Alabama,Wilcox County,11059
50,3,6,1,133,Alabama,Winston County,23877
40,4,9,2,0,Alaska,Alaska,738432
50,4,9,2,13,Alaska,Aleutians East Borough,3341
50,4,9,2,16,Alaska,Aleutians West Census Area,5702
50,4,9,2,20,Alaska,Anchorage Municipality,298695
50,4,9,2,50,Alaska,Bethel Census Area,17946
50,4,9,2,60,Alaska,Bristol Bay Borough,892
50,4,9,2,68,Alaska,Denali Borough,1919
50,4,9,2,70,Alaska,Dillingham Census Area,4997
50,4,9,2,90,Alaska,Fairbanks North Star Borough,99631
50,4,9,2,100,Alaska,Haines Borough,2534
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2133
50,4,9,2,110,Alaska,Juneau City and Borough,32756
50,4,9,2,122,Alaska,Kenai Peninsula Borough,58059
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13709
50,4,9,2,150,Alaska,Kodiak Island Borough,13889
50,4,9,2,158,Alaska,Kusilvak Census Area,8119
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1563
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,101095
50,4,9,2,180,Alaska,Nome Census Area,9846
50,4,9,2,185,Alaska,North Slope Borough,9687
50,4,9,2,188,Alaska,Northwest Arctic Borough,7752
50,4,9,2,195,Alaska,Petersburg Borough,3177
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,6341
50,4,9,2,220,Alaska,Sitka City and Borough,8863
50,4,9,2,230,Alaska,Skagway Municipality,1057
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,6839
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,9362
50,4,9,2,275,Alaska,Wrangell City and Borough,2382
50,4,9,2,282,Alaska,Yakutat City and Borough,613
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5533
40,4,8,4,0,Arizona,Arizona,6828065
50,4,8,4,1,Arizona,Apache County,71474
50,4,8,4,3,Arizona,Cochise County,126427
50,4,8,4,5,Arizona,Coconino County,139097
50,4,8,4,7,Arizona,Gila County,53159
50,4,8,4,9,Arizona,Graham County,37666
50,4,8,4,11,Arizona,Greenlee County,9529
50,4,8,4,12,Arizona,La Paz County,20152
50,4,8,4,13,Arizona,Maricopa County,4167947
50,4,8,4,15,Arizona,Mohave County,204737
50,4,8,4,17,Arizona,Navajo County,108277
50,4,8,4,19,Arizona,Pima County,1010025
50,4,8,4,21,Arizona,Pinal County,406584
50,4,8,4,23,Arizona,Santa Cruz County,46461
50,4,8,4,25,Arizona,Yavapai County,222255
50,4,8,4,27,Arizona,Yuma County,204275
40,3,7,5,0,Arkansas,Arkansas,2978204
50,3,7,5,1,Arkansas,Arkansas County,18433
50,3,7,5,3,Arkansas,Ashley County,20838
50,3,7,5,5,Arkansas,Baxter County,41053
50,3,7,5,7,Arkansas,Benton County,249672
50,3,7,5,9,Arkansas,Boone County,37222
50,3,7,5,11,Arkansas,Bradley County,11094
50,3,7,5,13,Arkansas,Calhoun County,5229
50,3,7,5,15,Arkansas,Carroll County,27704
50,3,7,5,17,Arkansas,Chicot County,11027
50,3,7,5,19,Arkansas,Clark County,22633
50,3,7,5,21,Arkansas,Clay County,15109
50,3,7,5,23,Arkansas,Cleburne County,25467
50,3,7,5,25,Arkansas,Cleveland County,8311
50,3,7,5,27,Arkansas,Columbia County,24114
50,3,7,5,29,Arkansas,Conway County,21019
50,3,7,5,31,Arkansas,Craighead County,104354
50,3,7,5,33,Arkansas,Crawford County,61703
50,3,7,5,35,Arkansas,Crittenden County,48963
50,3,7,5,37,Arkansas,Cross County,17284
50,3,7,5,39,Arkansas,Dallas County,7604
50,3,7,5,41,Arkansas,Desha County,11965
50,3,7,5,43,Arkansas,Drew County,18778
50,3,7,5,45,Arkansas,Faulkner County,121552
50,3,7,5,47,Arkansas,Franklin County,17702
50,3,7,5,49,Arkansas,Fulton County,12204
50,3,7,5,51,Arkansas,Garland County,97177
50,3,7,5,53,Arkansas,Grant County,18102
50,3,7,5,55,Arkansas,Greene County,44196
50,3,7,5,57,Arkansas,Hempstead County,22084
50,3,7,5,59,Arkansas,Hot Spring County,33426
50,3,7,5,61,Arkansas,Howard County,13300
50,3,7,5,63,Arkansas,Independence County,37052
50,3,7,5,65,Arkansas,Izard County,13445
50,3,7,5,67,Arkansas,Jackson County,17338
50,3,7,5,69,Arkansas,Jefferson County,71565
50,3,7,5,71,Arkansas,Johnson County,26141
50,3,7,5,73,Arkansas,Lafayette County,6996
50,3,7,5,75,Arkansas,Lawrence County,16779
50,3,7,5,77,Arkansas,Lee County,9650
50,3,7,5,79,Arkansas,Lincoln County,13820
50,3,7,5,81,Arkansas,Little River County,12472
50,3,7,5,83,Arkansas,Logan County,21714
50,3,7,5,85,Arkansas,Lonoke County,71645
50,3,7,5,87,Arkansas,Madison County,15767
50,3,7,5,89,Arkansas,Marion County,16185
50,3,7,5,91,Arkansas,Miller County,43908
50,3,7,5,93,Arkansas,Mississippi County,43738
50,3,7,5,95,Arkansas,Monroe County,7399
50,3,7,5,97,Arkansas,Montgomery County,8970
50,3,7,5,99,Arkansas,Nevada County,8558
50,3,7,5,101,Arkansas,Newton County,7913
50,3,7,5,103,Arkansas,Ouachita County,24358
50,3,7,5,105,Arkansas,Perry County,10189
50,3,7,5,107,Arkansas,Phillips County,19513
50,3,7,5,109,Arkansas,Pike County,10824
50,3,7,5,111,Arkansas,Poinsett County,24040
50,3,7,5,113,Arkansas,Polk County,20216
50,3,7,5,115,Arkansas,Pope County,63390
50,3,7,5,117,Arkansas,Prairie County,8291
50,3,7,5,119,Arkansas,Pulaski County,392664
50,3,7,5,121,Arkansas,Randolph County,17469
50,3,7,5,123,Arkansas,St. Francis County,26589
50,3,7,5,125,Arkansas,Saline County,117460
50,3,7,5,127,Arkansas,Scott County,10513
50,3,7,5,129,Arkansas,Searcy County,7869
50,3,7,5,131,Arkansas,Sebastian County,127780
50,3,7,5,133,Arkansas,Sevier County,17290
50,3,7,5,135,Arkansas,Sharp County,16912
50,3,7,5,137,Arkansas,Stone County,12456
50,3,7,5,139,Arkansas,Union County,40144
50,3,7,5,141,Arkansas,Van Buren County,16771
50,3,7,5,143,Arkansas,Washington County,225477
50,3,7,5,145,Arkansas,White County,79161
50,3,7,5,147,Arkansas,Woodruff County,6741
50,3,7,5,149,Arkansas,Yell County,21713
40,4,9,6,0,California,California,39144818
50,4,9,6,1,California,Alameda County,1638215
50,4,9,6,3,California,Alpine County,1110
50,4,9,6,5,California,Amador County,37001
50,4,9,6,7,California,Butte County,225411
50,4,9,6,9,California,Calaveras County,44828
50,4,9,6,11,California,Colusa County,21482
50,4,9,6,13,California,Contra Costa County,1126745
50,4,9,6,15,California,Del Norte County,27254
50,4,9,6,17,California,El Dorado County,184452
50,4,9,6,19,California,Fresno County,974861
50,4,9,6,21,California,Glenn County,28017
50,4,9,6,23,California,Humboldt County,135727
50,4,9,6,25,California,Imperial County,180191
50,4,9,6,27,California,Inyo County,18260
50,4,9,6,29,California,Kern County,882176
50,4,9,6,31,California,Kings County,150965
50,4,9,6,33,California,Lake County,64591
50,4,9,6,35,California,Lassen County,31345
50,4,9,6,37,California,Los Angeles County,10170292
50,4,9,6,39,California,Madera County,154998
50,4,9,6,41,California,Marin County,261221
50,4,9,6,43,California,Mariposa County,17531
50,4,9,6,45,California,Mendocino County,87649
50,4,9,6,47,California,Merced County,268455
50,4,9,6,49,California,Modoc County,8965
50,4,9,6,51,California,Mono County,13909
50,4,9,6,53,California,Monterey County,433898
50,4,9,6,55,California,Napa County,142456
50,4,9,6,57,California,Nevada County,98877
50,4,9,6,59,California,Orange County,3169776
50,4,9,6,61,California,Placer County,375391
50,4,9,6,63,California,Plumas County,18409
50,4,9,6,65,California,Riverside County,2361026
50,4,9,6,67,California,Sacramento County,1501335
50,4,9,6,69,California,San Benito County,58792
50,4,9,6,71,California,San Bernardino County,2128133
50,4,9,6,73,California,San Diego County,3299521
50,4,9,6,75,California,San Francisco County,864816
50,4,9,6,77,California,San Joaquin County,726106
50,4,9,6,79,California,San Luis Obispo County,281401
50,4,9,6,81,California,San Mateo County,765135
50,4,9,6,83,California,Santa Barbara County,444769
50,4,9,6,85,California,Santa Clara County,1918044
50,4,9,6,87,California,Santa Cruz County,274146
50,4,9,6,89,California,Shasta County,179533
50,4,9,6,91,California,Sierra County,2967
50,4,9,6,93,California,Siskiyou County,43554
50,4,9,6,95,California,Solano County,436092
50,4,9,6,97,California,Sonoma County,502146
50,4,9,6,99,California,Stanislaus County,538388
50,4,9,6,101,California,Sutter County,96463
50,4,9,6,103,California,Tehama County,63308
50,4,9,6,105,California,Trinity County,13069
50,4,9,6,107,California,Tulare County,459863
50,4,9,6,109,California,Tuolumne County,53709
50,4,9,6,111,California,Ventura County,850536
50,4,9,6,113,California,Yolo County,213016
50,4,9,6,115,California,Yuba County,74492
40,4,8,8,0,Colorado,Colorado,5456574
50,4,8,8,1,Colorado,Adams County,491337
50,4,8,8,3,Colorado,Alamosa County,16496
50,4,8,8,5,Colorado,Arapahoe County,631096
50,4,8,8,7,Colorado,Archuleta County,12352
50,4,8,8,9,Colorado,Baca County,3615
50,4,8,8,11,Colorado,Bent County,5830
50,4,8,8,13,Colorado,Boulder County,319372
50,4,8,8,14,Colorado,Broomfield County,65065
50,4,8,8,15,Colorado,Chaffee County,18658
50,4,8,8,17,Colorado,Cheyenne County,1829
50,4,8,8,19,Colorado,Clear Creek County,9303
50,4,8,8,21,Colorado,Conejos County,8130
50,4,8,8,23,Colorado,Costilla County,3584
50,4,8,8,25,Colorado,Crowley County,5562
50,4,8,8,27,Colorado,Custer County,4445
50,4,8,8,29,Colorado,Delta County,29979
50,4,8,8,31,Colorado,Denver County,682545
50,4,8,8,33,Colorado,Dolores County,1978
50,4,8,8,35,Colorado,Douglas County,322387
50,4,8,8,37,Colorado,Eagle County,53605
50,4,8,8,39,Colorado,Elbert County,24735
50,4,8,8,41,Colorado,El Paso County,674471
50,4,8,8,43,Colorado,Fremont County,46692
50,4,8,8,45,Colorado,Garfield County,58095
50,4,8,8,47,Colorado,Gilpin County,5828
50,4,8,8,49,Colorado,Grand County,14615
50,4,8,8,51,Colorado,Gunnison County,16067
50,4,8,8,53,Colorado,Hinsdale County,774
50,4,8,8,55,Colorado,Huerfano County,6492
50,4,8,8,57,Colorado,Jackson County,1356
50,4,8,8,59,Colorado,Jefferson County,565524
50,4,8,8,61,Colorado,Kiowa County,1423
50,4,8,8,63,Colorado,Kit Carson County,7758
50,4,8,8,65,Colorado,Lake County,7485
50,4,8,8,67,Colorado,La Plata County,54688
50,4,8,8,69,Colorado,Larimer County,333577
50,4,8,8,71,Colorado,Las Animas County,14058
50,4,8,8,73,Colorado,Lincoln County,5557
50,4,8,8,75,Colorado,Logan County,22036
50,4,8,8,77,Colorado,Mesa County,148513
50,4,8,8,79,Colorado,Mineral County,726
50,4,8,8,81,Colorado,Moffat County,12937
50,4,8,8,83,Colorado,Montezuma County,26168
50,4,8,8,85,Colorado,Montrose County,40946
50,4,8,8,87,Colorado,Morgan County,28360
50,4,8,8,89,Colorado,Otero County,18343
50,4,8,8,91,Colorado,Ouray County,4691
50,4,8,8,93,Colorado,Park County,16510
50,4,8,8,95,Colorado,Phillips County,4349
50,4,8,8,97,Colorado,Pitkin County,17787
50,4,8,8,99,Colorado,Prowers County,11954
50,4,8,8,101,Colorado,Pueblo County,163591
50,4,8,8,103,Colorado,Rio Blanco County,6571
50,4,8,8,105,Colorado,Rio Grande County,11543
50,4,8,8,107,Colorado,Routt County,24130
50,4,8,8,109,Colorado,Saguache County,6251
50,4,8,8,111,Colorado,San Juan County,701
50,4,8,8,113,Colorado,San Miguel County,7879
50,4,8,8,115,Colorado,Sedgwick County,2399
50,4,8,8,117,Colorado,Summit County,30257
50,4,8,8,119,Colorado,Teller County,23385
50,4,8,8,121,Colorado,Washington County,4864
50,4,8,8,123,Colorado,Weld County,285174
50,4,8,8,125,Colorado,Yuma County,10146
40,1,1,9,0,Connecticut,Connecticut,3590886
50,1,1,9,1,Connecticut,Fairfield County,948053
50,1,1,9,3,Connecticut,Hartford County,895841
50,1,1,9,5,Connecticut,Litchfield County,183603
50,1,1,9,7,Connecticut,Middlesex County,164063
50,1,1,9,9,Connecticut,New Haven County,859470
50,1,1,9,11,Connecticut,New London County,271863
50,1,1,9,13,Connecticut,Tolland County,151420
50,1,1,9,15,Connecticut,Windham County,116573
40,3,5,10,0,Delaware,Delaware,945934
50,3,5,10,1,Delaware,Kent County,173533
50,3,5,10,3,Delaware,New Castle County,556779
50,3,5,10,5,Delaware,Sussex County,215622
40,3,5,11,0,District of Columbia,District of Columbia,672228
50,3,5,11,1,District of Columbia,District of Columbia,672228
40,3,5,12,0,Florida,Florida,20271272
50,3,5,12,1,Florida,Alachua County,259964
50,3,5,12,3,Florida,Baker County,27420
50,3,5,12,5,Florida,Bay County,181635
50,3,5,12,7,Florida,Bradford County,26928
50,3,5,12,9,Florida,Brevard County,568088
50,3,5,12,11,Florida,Broward County,1896425
50,3,5,12,13,Florida,Calhoun County,14462
50,3,5,12,15,Florida,Charlotte County,173115
50,3,5,12,17,Florida,Citrus County,141058
50,3,5,12,19,Florida,Clay County,203967
50,3,5,12,21,Florida,Collier County,357305
50,3,5,12,23,Florida,Columbia County,68348
50,3,5,12,27,Florida,DeSoto County,35458
50,3,5,12,29,Florida,Dixie County,16203
50,3,5,12,31,Florida,Duval County,913010
50,3,5,12,33,Florida,Escambia County,311003
50,3,5,12,35,Florida,Flagler County,105392
50,3,5,12,37,Florida,Franklin County,11761
50,3,5,12,39,Florida,Gadsden County,46036
50,3,5,12,41,Florida,Gilchrist County,17199
50,3,5,12,43,Florida,Glades County,13670
50,3,5,12,45,Florida,Gulf County,15871
50,3,5,12,47,Florida,Hamilton County,14295
50,3,5,12,49,Florida,Hardee County,27502
50,3,5,12,51,Florida,Hendry County,39119
50,3,5,12,53,Florida,Hernando County,178439
50,3,5,12,55,Florida,Highlands County,99491
50,3,5,12,57,Florida,Hillsborough County,1349050
50,3,5,12,59,Florida,Holmes County,19324
50,3,5,12,61,Florida,Indian River County,147919
50,3,5,12,63,Florida,Jackson County,48599
50,3,5,12,65,Florida,Jefferson County,14081
50,3,5,12,67,Florida,Lafayette County,8663
50,3,5,12,69,Florida,Lake County,325875
50,3,5,12,71,Florida,Lee County,701982
50,3,5,12,73,Florida,Leon County,286272
50,3,5,12,75,Florida,Levy County,39832
50,3,5,12,77,Florida,Liberty County,8331
50,3,5,12,79,Florida,Madison County,18408
50,3,5,12,81,Florida,Manatee County,363369
50,3,5,12,83,Florida,Marion County,343254
50,3,5,12,85,Florida,Martin County,156283
50,3,5,12,86,Florida,Miami-Dade County,2693117
50,3,5,12,87,Florida,Monroe County,77482
50,3,5,12,89,Florida,Nassau County,78444
50,3,5,12,91,Florida,Okaloosa County,198664
50,3,5,12,93,Florida,Okeechobee County,39469
50,3,5,12,95,Florida,Orange County,1288126
50,3,5,12,97,Florida,Osceola County,323993
50,3,5,12,99,Florida,Palm Beach County,1422789
50,3,5,12,101,Florida,Pasco County,497909
50,3,5,12,103,Florida,Pinellas County,949827
50,3,5,12,105,Florida,Polk County,650092
50,3,5,12,107,Florida,Putnam County,72023
50,3,5,12,109,Florida,St. Johns County,226640
50,3,5,12,111,Florida,St. Lucie County,298563
50,3,5,12,113,Florida,Santa Rosa County,167040
50,3,5,12,115,Florida,Sarasota County,405549
50,3,5,12,117,Florida,Seminole County,449144
50,3,5,12,119,Florida,Sumter County,118891
50,3,5,12,121,Florida,Suwannee County,43760
50,3,5,12,123,Florida,Taylor County,22493
50,3,5,12,125,Florida,Union County,15234
50,3,5,12,127,Florida,Volusia County,517887
50,3,5,12,129,Florida,Wakulla County,31535
50,3,5,12,131,Florida,Walton County,63508
50,3,5,12,133,Florida,Washington County,24687
40,3,5,13,0,Georgia,Georgia,10214860
50,3,5,13,1,Georgia,Appling County,18454
50,3,5,13,3,Georgia,Atkinson County,8398
50,3,5,13,5,Georgia,Bacon County,11299
50,3,5,13,7,Georgia,Baker County,3180
50,3,5,13,9,Georgia,Baldwin County,45459
50,3,5,13,11,Georgia,Banks County,18495
50,3,5,13,13,Georgia,Barrow County,75370
50,3,5,13,15,Georgia,Bartow County,102747
50,3,5,13,17,Georgia,Ben Hill County,17403
50,3,5,13,19,Georgia,Berrien County,18963
50,3,5,13,21,Georgia,Bibb County,153721
50,3,5,13,23,Georgia,Bleckley County,12243
50,3,5,13,25,Georgia,Brantley County,18455
50,3,5,13,27,Georgia,Brooks County,15658
50,3,5,13,29,Georgia,Bryan County,35137
50,3,5,13,31,Georgia,Bulloch County,72651
50,3,5,13,33,Georgia,Burke County,22745
50,3,5,13,35,Georgia,Butts County,23593
50,3,5,13,37,Georgia,Calhoun County,6479
50,3,5,13,39,Georgia,Camden County,52102
50,3,5,13,43,Georgia,Candler County,10886
50,3,5,13,45,Georgia,Carroll County,114545
50,3,5,13,47,Georgia,Catoosa County,66050
50,3,5,13,49,Georgia,Charlton County,12965
50,3,5,13,51,Georgia,Chatham County,286956
50,3,5,13,53,Georgia,Chattahoochee County,11368
50,3,5,13,55,Georgia,Chattooga County,24922
50,3,5,13,57,Georgia,Cherokee County,235900
50,3,5,13,59,Georgia,Clarke County,123912
50,3,5,13,61,Georgia,Clay County,3141
50,3,5,13,63,Georgia,Clayton County,273955
50,3,5,13,65,Georgia,Clinch County,6893
50,3,5,13,67,Georgia,Cobb County,741334
50,3,5,13,69,Georgia,Coffee County,43108
50,3,5,13,71,Georgia,Colquitt County,45844
50,3,5,13,73,Georgia,Columbia County,144052
50,3,5,13,75,Georgia,Cook County,17124
50,3,5,13,77,Georgia,Coweta County,138427
50,3,5,13,79,Georgia,Crawford County,12388
50,3,5,13,81,Georgia,Crisp County,22881
50,3,5,13,83,Georgia,Dade County,16264
50,3,5,13,85,Georgia,Dawson County,23312
50,3,5,13,87,Georgia,Decatur County,27174
50,3,5,13,89,Georgia,DeKalb County,734871
50,3,5,13,91,Georgia,Dodge County,20882
50,3,5,13,93,Georgia,Dooly County,14035
50,3,5,13,95,Georgia,Dougherty County,91332
50,3,5,13,97,Georgia,Douglas County,140733
50,3,5,13,99,Georgia,Early County,10575
50,3,5,13,101,Georgia,Echols County,4040
50,3,5,13,103,Georgia,Effingham County,57106
50,3,5,13,105,Georgia,Elbert County,19364
50,3,5,13,107,Georgia,Emanuel County,22708
50,3,5,13,109,Georgia,Evans County,10787
50,3,5,13,111,Georgia,Fannin County,24303
50,3,5,13,113,Georgia,Fayette County,110714
50,3,5,13,115,Georgia,Floyd County,96504
50,3,5,13,117,Georgia,Forsyth County,212438
50,3,5,13,119,Georgia,Franklin County,22311
50,3,5,13,121,Georgia,Fulton County,1010562
50,3,5,13,123,Georgia,Gilmer County,29400
50,3,5,13,125,Georgia,Glascock County,3065
50,3,5,13,127,Georgia,Glynn County,83579
50,3,5,13,129,Georgia,Gordon County,56574
50,3,5,13,131,Georgia,Grady County,25205
50,3,5,13,133,Georgia,Greene County,16710
50,3,5,13,135,Georgia,Gwinnett County,895823
50,3,5,13,137,Georgia,Habersham County,43996
50,3,5,13,139,Georgia,Hall County,193535
50,3,5,13,141,Georgia,Hancock County,8551
50,3,5,13,143,Georgia,Haralson County,28854
50,3,5,13,145,Georgia,Harris County,33381
50,3,5,13,147,Georgia,Hart County,25534
50,3,5,13,149,Georgia,Heard County,11539
50,3,5,13,151,Georgia,Henry County,217739
50,3,5,13,153,Georgia,Houston County,150033
50,3,5,13,155,Georgia,Irwin County,9245
50,3,5,13,157,Georgia,Jackson County,63360
50,3,5,13,159,Georgia,Jasper County,13635
50,3,5,13,161,Georgia,Jeff Davis County,14920
50,3,5,13,163,Georgia,Jefferson County,16106
50,3,5,13,165,Georgia,Jenkins County,8957
50,3,5,13,167,Georgia,Johnson County,9656
50,3,5,13,169,Georgia,Jones County,28494
50,3,5,13,171,Georgia,Lamar County,18201
50,3,5,13,173,Georgia,Lanier County,10312
50,3,5,13,175,Georgia,Laurens County,47731
50,3,5,13,177,Georgia,Lee County,29202
50,3,5,13,179,Georgia,Liberty County,62467
50,3,5,13,181,Georgia,Lincoln County,7673
50,3,5,13,183,Georgia,Long County,17731
50,3,5,13,185,Georgia,Lowndes County,112865
50,3,5,13,187,Georgia,Lumpkin County,31408
50,3,5,13,189,Georgia,McDuffie County,21540
50,3,5,13,191,Georgia,McIntosh County,13969
50,3,5,13,193,Georgia,Macon County,13632
50,3,5,13,195,Georgia,Madison County,28441
50,3,5,13,197,Georgia,Marion County,8761
50,3,5,13,199,Georgia,Meriwether County,21190
50,3,5,13,201,Georgia,Miller County,5854
50,3,5,13,205,Georgia,Mitchell County,22574
50,3,5,13,207,Georgia,Monroe County,27103
50,3,5,13,209,Georgia,Montgomery County,8951
50,3,5,13,211,Georgia,Morgan County,18046
50,3,5,13,213,Georgia,Murray County,39565
50,3,5,13,215,Georgia,Muscogee County,200579
50,3,5,13,217,Georgia,Newton County,105473
50,3,5,13,219,Georgia,Oconee County,35965
50,3,5,13,221,Georgia,Oglethorpe County,14871
50,3,5,13,223,Georgia,Paulding County,152238
50,3,5,13,225,Georgia,Peach County,26720
50,3,5,13,227,Georgia,Pickens County,30309
50,3,5,13,229,Georgia,Pierce County,19103
50,3,5,13,231,Georgia,Pike County,17941
50,3,5,13,233,Georgia,Polk County,41524
50,3,5,13,235,Georgia,Pulaski County,11396
50,3,5,13,237,Georgia,Putnam County,21353
50,3,5,13,239,Georgia,Quitman County,2302
50,3,5,13,241,Georgia,Rabun County,16281
50,3,5,13,243,Georgia,Randolph County,7193
50,3,5,13,245,Georgia,Richmond County,201793
50,3,5,13,247,Georgia,Rockdale County,88856
50,3,5,13,249,Georgia,Schley County,5168
50,3,5,13,251,Georgia,Screven County,14162
50,3,5,13,253,Georgia,Seminole County,8647
50,3,5,13,255,Georgia,Spalding County,64051
50,3,5,13,257,Georgia,Stephens County,25586
50,3,5,13,259,Georgia,Stewart County,5851
50,3,5,13,261,Georgia,Sumter County,30779
50,3,5,13,263,Georgia,Talbot County,6337
50,3,5,13,265,Georgia,Taliaferro County,1639
50,3,5,13,267,Georgia,Tattnall County,25229
50,3,5,13,269,Georgia,Taylor County,8330
50,3,5,13,271,Georgia,Telfair County,16400
50,3,5,13,273,Georgia,Terrell County,9113
50,3,5,13,275,Georgia,Thomas County,45063
50,3,5,13,277,Georgia,Tift County,40764
50,3,5,13,279,Georgia,Toombs County,27241
50,3,5,13,281,Georgia,Towns County,11182
50,3,5,13,283,Georgia,Treutlen County,6785
50,3,5,13,285,Georgia,Troup County,69763
50,3,5,13,287,Georgia,Turner County,8214
50,3,5,13,289,Georgia,Twiggs County,8390
50,3,5,13,291,Georgia,Union County,22267
50,3,5,13,293,Georgia,Upson County,26368
50,3,5,13,295,Georgia,Walker County,68066
50,3,5,13,297,Georgia,Walton County,88399
50,3,5,13,299,Georgia,Ware County,35370
50,3,5,13,301,Georgia,Warren County,5460
50,3,5,13,303,Georgia,Washington County,20816
50,3,5,13,305,Georgia,Wayne County,29534
50,3,5,13,307,Georgia,Webster County,2648
50,3,5,13,309,Georgia,Wheeler County,7903
50,3,5,13,311,Georgia,White County,28319
50,3,5,13,313,Georgia,Whitfield County,104216
50,3,5,13,315,Georgia,Wilcox County,8857
50,3,5,13,317,Georgia,Wilkes County,9867
50,3,5,13,319,Georgia,Wilkinson County,9155
50,3,5,13,321,Georgia,Worth County,20699
40,4,9,15,0,Hawaii,Hawaii,1431603
50,4,9,15,1,Hawaii,Hawaii County,196428
50,4,9,15,3,Hawaii,Honolulu County,998714
50,4,9,15,5,Hawaii,Kalawao County,89
50,4,9,15,7,Hawaii,Kauai County,71735
50,4,9,15,9,Hawaii,Maui County,164637
40,4,8,16,0,Idaho,Idaho,1654930
50,4,8,16,1,Idaho,Ada County,434211
50,4,8,16,3,Idaho,Adams County,3843
50,4,8,16,5,Idaho,Bannock County,83744
50,4,8,16,7,Idaho,Bear Lake County,5922
50,4,8,16,9,Idaho,Benewah County,9052
50,4,8,16,11,Idaho,Bingham County,44990
50,4,8,16,13,Idaho,Blaine County,21592
50,4,8,16,15,Idaho,Boise County,7058
50,4,8,16,17,Idaho,Bonner County,41859
50,4,8,16,19,Idaho,Bonneville County,110089
50,4,8,16,21,Idaho,Boundary County,11318
50,4,8,16,23,Idaho,Butte County,2501
50,4,8,16,25,Idaho,Camas County,1066
50,4,8,16,27,Idaho,Canyon County,207478
