SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2015
50,3,7,22,41,Louisiana,Franklin Parish,20410
50,3,7,22,43,Louisiana,Grant Parish,22343
50,3,7,22,45,Louisiana,Iberia Parish,74103
50,3,7,22,47,Louisiana,Iberville Parish,33095
50,3,7,22,49,Louisiana,Jackson Parish,15858
50,3,7,22,51,Louisiana,Jefferson Parish,436275
50,3,7,22,53,Louisiana,Jefferson Davis Parish,31439
50,3,7,22,55,Louisiana,Lafayette Parish,240098
50,3,7,22,57,Louisiana,Lafourche Parish,98325
50,3,7,22,59,Louisiana,LaSalle Parish,14974
50,3,7,22,61,Louisiana,Lincoln Parish,47774
50,3,7,22,63,Louisiana,Livingston Parish,137788
50,3,7,22,65,Louisiana,Madison Parish,11514
50,3,7,22,67,Louisiana,Morehouse Parish,26395
50,3,7,22,69,Louisiana,Natchitoches Parish,39179
50,3,7,22,71,Louisiana,Orleans Parish,389617
50,3,7,22,73,Louisiana,Ouachita Parish,156761
50,3,7,22,75,Louisiana,Plaquemines Parish,23495
50,3,7,22,77,Louisiana,Pointe Coupee Parish,22251
50,3,7,22,79,Louisiana,Rapides Parish,132141
50,3,7,22,81,Louisiana,Red River Parish,8593
50,3,7,22,83,Louisiana,Richland Parish,20523
50,3,7,22,85,Louisiana,Sabine Parish,24186
50,3,7,22,87,Louisiana,St. Bernard Parish,45408
50,3,7,22,89,Louisiana,St. Charles Parish,52812
50,3,7,22,91,Louisiana,St. Helena Parish,10567
50,3,7,22,93,Louisiana,St. James Parish,21567
50,3,7,22,95,Louisiana,St. John the Baptist Parish,43626
50,3,7,22,97,Louisiana,St. Landry Parish,83848
50,3,7,22,99,Louisiana,St. Martin Parish,53835
50,3,7,22,101,Louisiana,St. Mary Parish,52810
50,3,7,22,103,Louisiana,St. Tammany Parish,250088
50,3,7,22,105,Louisiana,Tangipahoa Parish,128755
50,3,7,22,107,Louisiana,Tensas Parish,4740
50,3,7,22,109,Louisiana,Terrebonne Parish,113972
50,3,7,22,111,Louisiana,Union Parish,22477
50,3,7,22,113,Louisiana,Vermilion Parish,59875
50,3,7,22,115,Louisiana,Vernon Parish,50803
50,3,7,22,117,Louisiana,Washington Parish,46371
50,3,7,22,119,Louisiana,Webster Parish,40021
50,3,7,22,121,Louisiana,West Baton Rouge Parish,25490
50,3,7,22,123,Louisiana,West Carroll Parish,11293
50,3,7,22,125,Louisiana,West Feliciana Parish,15385
50,3,7,22,127,Louisiana,Winn Parish,14568
40,1,1,23,0,Maine,Maine,1329328
50,1,1,23,1,Maine,Androscoggin County,107233
50,1,1,23,3,Maine,Aroostook County,68628
50,1,1,23,5,Maine,Cumberland County,289977
50,1,1,23,7,Maine,Franklin County,29991
50,1,1,23,9,Maine,Hancock County,54659
50,1,1,23,11,Maine,Kennebec County,119980
50,1,1,23,13,Maine,Knox County,39855
50,1,1,23,15,Maine,Lincoln County,33969
50,1,1,23,17,Maine,Oxford County,57202
50,1,1,23,19,Maine,Penobscot County,152692
50,1,1,23,21,Maine,Piscataquis County,16931
50,1,1,23,23,Maine,Sagadahoc County,35149
50,1,1,23,25,Maine,Somerset County,51113
50,1,1,23,27,Maine,Waldo County,39155
50,1,1,23,29,Maine,Washington County,31625
50,1,1,23,31,Maine,York County,201169
40,3,5,24,0,Maryland,Maryland,6006401
50,3,5,24,1,Maryland,Allegany County,72528
50,3,5,24,3,Maryland,Anne Arundel County,564195
50,3,5,24,5,Maryland,Baltimore County,831128
50,3,5,24,9,Maryland,Calvert County,90595
50,3,5,24,11,Maryland,Caroline County,32579
50,3,5,24,13,Maryland,Carroll County,167627
50,3,5,24,15,Maryland,Cecil County,102382
50,3,5,24,17,Maryland,Charles County,156118
50,3,5,24,19,Maryland,Dorchester County,32384
50,3,5,24,21,Maryland,Frederick County,245322
50,3,5,24,23,Maryland,Garrett County,29460
50,3,5,24,25,Maryland,Harford County,250290
50,3,5,24,27,Maryland,Howard County,313414
50,3,5,24,29,Maryland,Kent County,19787
50,3,5,24,31,Maryland,Montgomery County,1040116
50,3,5,24,33,Maryland,Prince George's County,909535
50,3,5,24,35,Maryland,Queen Anne's County,48904
50,3,5,24,37,Maryland,St. Mary's County,111413
50,3,5,24,39,Maryland,Somerset County,25768
50,3,5,24,41,Maryland,Talbot County,37512
50,3,5,24,43,Maryland,Washington County,149585
50,3,5,24,45,Maryland,Wicomico County,102370
50,3,5,24,47,Maryland,Worcester County,51540
50,3,5,24,510,Maryland,Baltimore city,621849
40,1,1,25,0,Massachusetts,Massachusetts,6794422
50,1,1,25,1,Massachusetts,Barnstable County,214333
50,1,1,25,3,Massachusetts,Berkshire County,127828
50,1,1,25,5,Massachusetts,Bristol County,556772
50,1,1,25,7,Massachusetts,Dukes County,17299
50,1,1,25,9,Massachusetts,Essex County,776043
50,1,1,25,11,Massachusetts,Franklin County,70601
50,1,1,25,13,Massachusetts,Hampden County,470690
50,1,1,25,15,Massachusetts,Hampshire County,161292
50,1,1,25,17,Massachusetts,Middlesex County,1585139
50,1,1,25,19,Massachusetts,Nantucket County,10925
50,1,1,25,21,Massachusetts,Norfolk County,696023
50,1,1,25,23,Massachusetts,Plymouth County,510393
50,1,1,25,25,Massachusetts,Suffolk County,778121
50,1,1,25,27,Massachusetts,Worcester County,818963
40,2,3,26,0,Michigan,Michigan,9922576
50,2,3,26,1,Michigan,Alcona County,10349
50,2,3,26,3,Michigan,Alger County,9383
50,2,3,26,5,Michigan,Allegan County,114625
50,2,3,26,7,Michigan,Alpena County,28803
50,2,3,26,9,Michigan,Antrim County,23154
50,2,3,26,11,Michigan,Arenac County,15261
50,2,3,26,13,Michigan,Baraga County,8575
50,2,3,26,15,Michigan,Barry County,59314
50,2,3,26,17,Michigan,Bay County,105659
50,2,3,26,19,Michigan,Benzie County,17457
50,2,3,26,21,Michigan,Berrien County,154636
50,2,3,26,23,Michigan,Branch County,43664
50,2,3,26,25,Michigan,Calhoun County,134314
50,2,3,26,27,Michigan,Cass County,51657
50,2,3,26,29,Michigan,Charlevoix County,26238
50,2,3,26,31,Michigan,Cheboygan County,25427
50,2,3,26,33,Michigan,Chippewa County,38033
50,2,3,26,35,Michigan,Clare County,30553
50,2,3,26,37,Michigan,Clinton County,77390
50,2,3,26,39,Michigan,Crawford County,13801
50,2,3,26,41,Michigan,Delta County,36377
50,2,3,26,43,Michigan,Dickinson County,25788
50,2,3,26,45,Michigan,Eaton County,108801
50,2,3,26,47,Michigan,Emmet County,33161
50,2,3,26,49,Michigan,Genesee County,410849
50,2,3,26,51,Michigan,Gladwin County,25164
50,2,3,26,53,Michigan,Gogebic County,15431
50,2,3,26,55,Michigan,Grand Traverse County,91636
50,2,3,26,57,Michigan,Gratiot County,41540
50,2,3,26,59,Michigan,Hillsdale County,45941
50,2,3,26,61,Michigan,Houghton County,36380
50,2,3,26,63,Michigan,Huron County,31883
50,2,3,26,65,Michigan,Ingham County,286085
50,2,3,26,67,Michigan,Ionia County,64223
50,2,3,26,69,Michigan,Iosco County,25345
50,2,3,26,71,Michigan,Iron County,11348
50,2,3,26,73,Michigan,Isabella County,70698
50,2,3,26,75,Michigan,Jackson County,159494
50,2,3,26,77,Michigan,Kalamazoo County,260263
50,2,3,26,79,Michigan,Kalkaska County,17260
50,2,3,26,81,Michigan,Kent County,636369
50,2,3,26,83,Michigan,Keweenaw County,2168
50,2,3,26,85,Michigan,Lake County,11424
50,2,3,26,87,Michigan,Lapeer County,88373
50,2,3,26,89,Michigan,Leelanau County,21981
50,2,3,26,91,Michigan,Lenawee County,98573
50,2,3,26,93,Michigan,Livingston County,187316
50,2,3,26,95,Michigan,Luce County,6415
50,2,3,26,97,Michigan,Mackinac County,10890
50,2,3,26,99,Michigan,Macomb County,864840
50,2,3,26,101,Michigan,Manistee County,24461
50,2,3,26,103,Michigan,Marquette County,67215
50,2,3,26,105,Michigan,Mason County,28783
50,2,3,26,107,Michigan,Mecosta County,43067
50,2,3,26,109,Michigan,Menominee County,23548
50,2,3,26,111,Michigan,Midland County,83632
50,2,3,26,113,Michigan,Missaukee County,14903
50,2,3,26,115,Michigan,Monroe County,149568
50,2,3,26,117,Michigan,Montcalm County,62945
50,2,3,26,119,Michigan,Montmorency County,9259
50,2,3,26,121,Michigan,Muskegon County,172790
50,2,3,26,123,Michigan,Newaygo County,47948
50,2,3,26,125,Michigan,Oakland County,1242304
50,2,3,26,127,Michigan,Oceana County,26105
50,2,3,26,129,Michigan,Ogemaw County,20937
50,2,3,26,131,Michigan,Ontonagon County,6007
50,2,3,26,133,Michigan,Osceola County,23058
50,2,3,26,135,Michigan,Oscoda County,8251
50,2,3,26,137,Michigan,Otsego County,24253
50,2,3,26,139,Michigan,Ottawa County,279955
50,2,3,26,141,Michigan,Presque Isle County,12841
50,2,3,26,143,Michigan,Roscommon County,23898
50,2,3,26,145,Michigan,Saginaw County,193307
50,2,3,26,147,Michigan,St. Clair County,159875
50,2,3,26,149,Michigan,St. Joseph County,61018
50,2,3,26,151,Michigan,Sanilac County,41475
50,2,3,26,153,Michigan,Schoolcraft County,8173
50,2,3,26,155,Michigan,Shiawassee County,68619
50,2,3,26,157,Michigan,Tuscola County,53777
50,2,3,26,159,Michigan,Van Buren County,75077
50,2,3,26,161,Michigan,Washtenaw County,358880
50,2,3,26,163,Michigan,Wayne County,1759335
50,2,3,26,165,Michigan,Wexford County,33003
40,2,4,27,0,Minnesota,Minnesota,5489594
50,2,4,27,1,Minnesota,Aitkin County,15702
50,2,4,27,3,Minnesota,Anoka County,344151
50,2,4,27,5,Minnesota,Becker County,33386
50,2,4,27,7,Minnesota,Beltrami County,45672
50,2,4,27,9,Minnesota,Benton County,39710
50,2,4,27,11,Minnesota,Big Stone County,5040
50,2,4,27,13,Minnesota,Blue Earth County,65787
50,2,4,27,15,Minnesota,Brown County,25313
50,2,4,27,17,Minnesota,Carlton County,35569
50,2,4,27,19,Minnesota,Carver County,98741
50,2,4,27,21,Minnesota,Cass County,28706
50,2,4,27,23,Minnesota,Chippewa County,12109
50,2,4,27,25,Minnesota,Chisago County,54293
50,2,4,27,27,Minnesota,Clay County,62324
50,2,4,27,29,Minnesota,Clearwater County,8803
50,2,4,27,31,Minnesota,Cook County,5194
50,2,4,27,33,Minnesota,Cottonwood County,11549
50,2,4,27,35,Minnesota,Crow Wing County,63428
50,2,4,27,37,Minnesota,Dakota County,414686
50,2,4,27,39,Minnesota,Dodge County,20364
50,2,4,27,41,Minnesota,Douglas County,37075
50,2,4,27,43,Minnesota,Faribault County,14050
50,2,4,27,45,Minnesota,Fillmore County,20834
50,2,4,27,47,Minnesota,Freeborn County,30613
50,2,4,27,49,Minnesota,Goodhue County,46435
50,2,4,27,51,Minnesota,Grant County,5903
50,2,4,27,53,Minnesota,Hennepin County,1223149
50,2,4,27,55,Minnesota,Houston County,18773
50,2,4,27,57,Minnesota,Hubbard County,20655
50,2,4,27,59,Minnesota,Isanti County,38429
50,2,4,27,61,Minnesota,Itasca County,45435
50,2,4,27,63,Minnesota,Jackson County,10079
50,2,4,27,65,Minnesota,Kanabec County,15837
50,2,4,27,67,Minnesota,Kandiyohi County,42542
50,2,4,27,69,Minnesota,Kittson County,4424
50,2,4,27,71,Minnesota,Koochiching County,12841
50,2,4,27,73,Minnesota,Lac qui Parle County,6856
50,2,4,27,75,Minnesota,Lake County,10631
50,2,4,27,77,Minnesota,Lake of the Woods County,3923
50,2,4,27,79,Minnesota,Le Sueur County,27663
50,2,4,27,81,Minnesota,Lincoln County,5771
50,2,4,27,83,Minnesota,Lyon County,25673
50,2,4,27,85,Minnesota,McLeod County,35932
50,2,4,27,87,Minnesota,Mahnomen County,5457
50,2,4,27,89,Minnesota,Marshall County,9423
50,2,4,27,91,Minnesota,Martin County,20022
50,2,4,27,93,Minnesota,Meeker County,23102
50,2,4,27,95,Minnesota,Mille Lacs County,25788
50,2,4,27,97,Minnesota,Morrison County,32775
50,2,4,27,99,Minnesota,Mower County,39116
50,2,4,27,101,Minnesota,Murray County,8413
50,2,4,27,103,Minnesota,Nicollet County,33347
50,2,4,27,105,Minnesota,Nobles County,21770
50,2,4,27,107,Minnesota,Norman County,6678
50,2,4,27,109,Minnesota,Olmsted County,151436
50,2,4,27,111,Minnesota,Otter Tail County,57716
50,2,4,27,113,Minnesota,Pennington County,14219
50,2,4,27,115,Minnesota,Pine County,29069
50,2,4,27,117,Minnesota,Pipestone County,9271
50,2,4,27,119,Minnesota,Polk County,31533
50,2,4,27,121,Minnesota,Pope County,11041
50,2,4,27,123,Minnesota,Ramsey County,538133
50,2,4,27,125,Minnesota,Red Lake County,4055
50,2,4,27,127,Minnesota,Redwood County,15471
50,2,4,27,129,Minnesota,Renville County,14892
50,2,4,27,131,Minnesota,Rice County,65400
50,2,4,27,133,Minnesota,Rock County,9600
50,2,4,27,135,Minnesota,Roseau County,15770
50,2,4,27,137,Minnesota,St. Louis County,200431
50,2,4,27,139,Minnesota,Scott County,141660
50,2,4,27,141,Minnesota,Sherburne County,91705
50,2,4,27,143,Minnesota,Sibley County,14875
50,2,4,27,145,Minnesota,Stearns County,154708
50,2,4,27,147,Minnesota,Steele County,36755
50,2,4,27,149,Minnesota,Stevens County,9796
50,2,4,27,151,Minnesota,Swift County,9340
50,2,4,27,153,Minnesota,Todd County,24257
50,2,4,27,155,Minnesota,Traverse County,3401
50,2,4,27,157,Minnesota,Wabasha County,21239
50,2,4,27,159,Minnesota,Wadena County,13875
50,2,4,27,161,Minnesota,Waseca County,18989
50,2,4,27,163,Minnesota,Washington County,251597
50,2,4,27,165,Minnesota,Watonwan County,10952
50,2,4,27,167,Minnesota,Wilkin County,6396
50,2,4,27,169,Minnesota,Winona County,50885
50,2,4,27,171,Minnesota,Wright County,131311
50,2,4,27,173,Minnesota,Yellow Medicine County,9875
40,3,6,28,0,Mississippi,Mississippi,2992333
50,3,6,28,1,Mississippi,Adams County,31254
50,3,6,28,3,Mississippi,Alcorn County,37388
50,3,6,28,5,Mississippi,Amite County,12574
50,3,6,28,7,Mississippi,Attala County,19043
50,3,6,28,9,Mississippi,Benton County,8182
50,3,6,28,11,Mississippi,Bolivar County,33322
50,3,6,28,13,Mississippi,Calhoun County,14717
50,3,6,28,15,Mississippi,Carroll County,10243
50,3,6,28,17,Mississippi,Chickasaw County,17328
50,3,6,28,19,Mississippi,Choctaw County,8299
50,3,6,28,21,Mississippi,Claiborne County,9150
50,3,6,28,23,Mississippi,Clarke County,16006
50,3,6,28,25,Mississippi,Clay County,20048
50,3,6,28,27,Mississippi,Coahoma County,24620
50,3,6,28,29,Mississippi,Copiah County,28773
50,3,6,28,31,Mississippi,Covington County,19543
50,3,6,28,33,Mississippi,DeSoto County,173323
50,3,6,28,35,Mississippi,Forrest County,75944
50,3,6,28,37,Mississippi,Franklin County,7743
50,3,6,28,39,Mississippi,George County,23373
50,3,6,28,41,Mississippi,Greene County,13522
50,3,6,28,43,Mississippi,Grenada County,21578
50,3,6,28,45,Mississippi,Hancock County,46420
50,3,6,28,47,Mississippi,Harrison County,201410
50,3,6,28,49,Mississippi,Hinds County,242891
50,3,6,28,51,Mississippi,Holmes County,18340
50,3,6,28,53,Mississippi,Humphreys County,8669
50,3,6,28,55,Mississippi,Issaquena County,1337
50,3,6,28,57,Mississippi,Itawamba County,23609
50,3,6,28,59,Mississippi,Jackson County,141425
50,3,6,28,61,Mississippi,Jasper County,16569
50,3,6,28,63,Mississippi,Jefferson County,7507
50,3,6,28,65,Mississippi,Jefferson Davis County,11665
50,3,6,28,67,Mississippi,Jones County,68215
50,3,6,28,69,Mississippi,Kemper County,9969
50,3,6,28,71,Mississippi,Lafayette County,53154
50,3,6,28,73,Mississippi,Lamar County,60618
50,3,6,28,75,Mississippi,Lauderdale County,78524
50,3,6,28,77,Mississippi,Lawrence County,12622
50,3,6,28,79,Mississippi,Leake County,22763
50,3,6,28,81,Mississippi,Lee County,85300
50,3,6,28,83,Mississippi,Leflore County,30999
50,3,6,28,85,Mississippi,Lincoln County,34649
50,3,6,28,87,Mississippi,Lowndes County,59710
50,3,6,28,89,Mississippi,Madison County,103465
50,3,6,28,91,Mississippi,Marion County,25563
50,3,6,28,93,Mississippi,Marshall County,35916
50,3,6,28,95,Mississippi,Monroe County,35827
50,3,6,28,97,Mississippi,Montgomery County,10152
50,3,6,28,99,Mississippi,Neshoba County,29463
50,3,6,28,101,Mississippi,Newton County,21747
50,3,6,28,103,Mississippi,Noxubee County,11043
50,3,6,28,105,Mississippi,Oktibbeha County,49800
50,3,6,28,107,Mississippi,Panola County,34167
50,3,6,28,109,Mississippi,Pearl River County,55191
50,3,6,28,111,Mississippi,Perry County,12277
50,3,6,28,113,Mississippi,Pike County,39956
50,3,6,28,115,Mississippi,Pontotoc County,30908
50,3,6,28,117,Mississippi,Prentiss County,25459
50,3,6,28,119,Mississippi,Quitman County,7486
50,3,6,28,121,Mississippi,Rankin County,149039
50,3,6,28,123,Mississippi,Scott County,28265
50,3,6,28,125,Mississippi,Sharkey County,4585
50,3,6,28,127,Mississippi,Simpson County,27222
50,3,6,28,129,Mississippi,Smith County,16059
50,3,6,28,131,Mississippi,Stone County,18070
50,3,6,28,133,Mississippi,Sunflower County,27005
50,3,6,28,135,Mississippi,Tallahatchie County,14588
50,3,6,28,137,Mississippi,Tate County,28296
50,3,6,28,139,Mississippi,Tippah County,22131
50,3,6,28,141,Mississippi,Tishomingo County,19552
50,3,6,28,143,Mississippi,Tunica County,10343
50,3,6,28,145,Mississippi,Union County,28429
50,3,6,28,147,Mississippi,Walthall County,14638
50,3,6,28,149,Mississippi,Warren County,47485
50,3,6,28,151,Mississippi,Washington County,48130
50,3,6,28,153,Mississippi,Wayne County,20566
50,3,6,28,155,Mississippi,Webster County,9899
50,3,6,28,157,Mississippi,Wilkinson County,9122
50,3,6,28,159,Mississippi,Winston County,18317
50,3,6,28,161,Mississippi,Yalobusha County,12447
50,3,6,28,163,Mississippi,Yazoo County,27387
40,2,4,29,0,Missouri,Missouri,6083672
50,2,4,29,1,Missouri,Adair County,25378
50,2,4,29,3,Missouri,Andrew County,17296
50,2,4,29,5,Missouri,Atchison County,5306
50,2,4,29,7,Missouri,Audrain County,26096
50,2,4,29,9,Missouri,Barry County,35829
50,2,4,29,11,Missouri,Barton County,11880
50,2,4,29,13,Missouri,Bates County,16446
50,2,4,29,15,Missouri,Benton County,18670
50,2,4,29,17,Missouri,Bollinger County,12182
50,2,4,29,19,Missouri,Boone County,174974
50,2,4,29,21,Missouri,Buchanan County,89100
50,2,4,29,23,Missouri,Butler County,42951
50,2,4,29,25,Missouri,Caldwell County,9014
50,2,4,29,27,Missouri,Callaway County,44834
50,2,4,29,29,Missouri,Camden County,44237
50,2,4,29,31,Missouri,Cape Girardeau County,78572
50,2,4,29,33,Missouri,Carroll County,8992
50,2,4,29,35,Missouri,Carter County,6263
50,2,4,29,37,Missouri,Cass County,101603
50,2,4,29,39,Missouri,Cedar County,13934
50,2,4,29,41,Missouri,Chariton County,7589
50,2,4,29,43,Missouri,Christian County,83279
50,2,4,29,45,Missouri,Clark County,6801
50,2,4,29,47,Missouri,Clay County,235637
50,2,4,29,49,Missouri,Clinton County,20609
50,2,4,29,51,Missouri,Cole County,76720
50,2,4,29,53,Missouri,Cooper County,17642
50,2,4,29,55,Missouri,Crawford County,24526
50,2,4,29,57,Missouri,Dade County,7595
50,2,4,29,59,Missouri,Dallas County,16393
50,2,4,29,61,Missouri,Daviess County,8253
50,2,4,29,63,Missouri,DeKalb County,12687
50,2,4,29,65,Missouri,Dent County,15593
50,2,4,29,67,Missouri,Douglas County,13373
50,2,4,29,69,Missouri,Dunklin County,30895
50,2,4,29,71,Missouri,Franklin County,102426
50,2,4,29,73,Missouri,Gasconade County,14858
50,2,4,29,75,Missouri,Gentry County,6692
50,2,4,29,77,Missouri,Greene County,288072
50,2,4,29,79,Missouri,Grundy County,10097
50,2,4,29,81,Missouri,Harrison County,8615
50,2,4,29,83,Missouri,Henry County,21737
50,2,4,29,85,Missouri,Hickory County,9201
50,2,4,29,87,Missouri,Holt County,4484
50,2,4,29,89,Missouri,Howard County,10139
50,2,4,29,91,Missouri,Howell County,40117
50,2,4,29,93,Missouri,Iron County,10125
50,2,4,29,95,Missouri,Jackson County,687623
50,2,4,29,97,Missouri,Jasper County,118596
50,2,4,29,99,Missouri,Jefferson County,224124
50,2,4,29,101,Missouri,Johnson County,53951
50,2,4,29,103,Missouri,Knox County,3910
50,2,4,29,105,Missouri,Laclede County,35473
50,2,4,29,107,Missouri,Lafayette County,32701
50,2,4,29,109,Missouri,Lawrence County,38180
50,2,4,29,111,Missouri,Lewis County,10207
50,2,4,29,113,Missouri,Lincoln County,54696
50,2,4,29,115,Missouri,Linn County,12308
50,2,4,29,117,Missouri,Livingston County,15028
50,2,4,29,119,Missouri,McDonald County,22643
50,2,4,29,121,Missouri,Macon County,15335
50,2,4,29,123,Missouri,Madison County,12408
50,2,4,29,125,Missouri,Maries County,8963
50,2,4,29,127,Missouri,Marion County,28880
50,2,4,29,129,Missouri,Mercer County,3694
50,2,4,29,131,Missouri,Miller County,25113
50,2,4,29,133,Missouri,Mississippi County,14036
50,2,4,29,135,Missouri,Moniteau County,15963
50,2,4,29,137,Missouri,Monroe County,8583
50,2,4,29,139,Missouri,Montgomery County,11703
50,2,4,29,141,Missouri,Morgan County,20171
50,2,4,29,143,Missouri,New Madrid County,18208
50,2,4,29,145,Missouri,Newton County,58615
50,2,4,29,147,Missouri,Nodaway County,22810
50,2,4,29,149,Missouri,Oregon County,10953
50,2,4,29,151,Missouri,Osage County,13628
50,2,4,29,153,Missouri,Ozark County,9409
50,2,4,29,155,Missouri,Pemiscot County,17482
50,2,4,29,157,Missouri,Perry County,19183
50,2,4,29,159,Missouri,Pettis County,42255
50,2,4,29,161,Missouri,Phelps County,44794
50,2,4,29,163,Missouri,Pike County,18348
50,2,4,29,165,Missouri,Platte County,96096
50,2,4,29,167,Missouri,Polk County,31229
50,2,4,29,169,Missouri,Pulaski County,53221
50,2,4,29,171,Missouri,Putnam County,4858
50,2,4,29,173,Missouri,Ralls County,10196
50,2,4,29,175,Missouri,Randolph County,25104
50,2,4,29,177,Missouri,Ray County,22810
50,2,4,29,179,Missouri,Reynolds County,6432
50,2,4,29,181,Missouri,Ripley County,13802
50,2,4,29,183,Missouri,St. Charles County,385590
50,2,4,29,185,Missouri,St. Clair County,9440
50,2,4,29,186,Missouri,Ste. Genevieve County,17919
50,2,4,29,187,Missouri,St. Francois County,66520
50,2,4,29,189,Missouri,St. Louis County,1003362
50,2,4,29,195,Missouri,Saline County,23258
50,2,4,29,197,Missouri,Schuyler County,4436
50,2,4,29,199,Missouri,Scotland County,4854
50,2,4,29,201,Missouri,Scott County,39008
50,2,4,29,203,Missouri,Shannon County,8258
50,2,4,29,205,Missouri,Shelby County,6128
50,2,4,29,207,Missouri,Stoddard County,29862
50,2,4,29,209,Missouri,Stone County,30943
50,2,4,29,211,Missouri,Sullivan County,6353
50,2,4,29,213,Missouri,Taney County,54592
50,2,4,29,215,Missouri,Texas County,25690
50,2,4,29,217,Missouri,Vernon County,20826
50,2,4,29,219,Missouri,Warren County,33513
50,2,4,29,221,Missouri,Washington County,24788
50,2,4,29,223,Missouri,Wayne County,13405
50,2,4,29,225,Missouri,Webster County,37483
50,2,4,29,227,Missouri,Worth County,2057
50,2,4,29,229,Missouri,Wright County,18268
50,2,4,29,510,Missouri,St. Louis city,315685
40,4,8,30,0,Montana,Montana,1032949
50,4,8,30,1,Montana,Beaverhead County,9300
50,4,8,30,3,Montana,Big Horn County,13242
50,4,8,30,5,Montana,Blaine County,6577
50,4,8,30,7,Montana,Broadwater County,5689
50,4,8,30,9,Montana,Carbon County,10408
50,4,8,30,11,Montana,Carter County,1180
50,4,8,30,13,Montana,Cascade County,82278
50,4,8,30,15,Montana,Chouteau County,5767
50,4,8,30,17,Montana,Custer County,12135
50,4,8,30,19,Montana,Daniels County,1760
50,4,8,30,21,Montana,Dawson County,9625
50,4,8,30,23,Montana,Deer Lodge County,9139
50,4,8,30,25,Montana,Fallon County,3190
50,4,8,30,27,Montana,Fergus County,11427
50,4,8,30,29,Montana,Flathead County,96165
50,4,8,30,31,Montana,Gallatin County,100739
50,4,8,30,33,Montana,Garfield County,1314
50,4,8,30,35,Montana,Glacier County,13647
50,4,8,30,37,Montana,Golden Valley County,827
50,4,8,30,39,Montana,Granite County,3240
50,4,8,30,41,Montana,Hill County,16572
50,4,8,30,43,Montana,Jefferson County,11645
50,4,8,30,45,Montana,Judith Basin County,1926
50,4,8,30,47,Montana,Lake County,29457
50,4,8,30,49,Montana,Lewis and Clark County,66418
50,4,8,30,51,Montana,Liberty County,2408
50,4,8,30,53,Montana,Lincoln County,19052
50,4,8,30,55,Montana,McCone County,1683
50,4,8,30,57,Montana,Madison County,7915
50,4,8,30,59,Montana,Meagher County,1830
50,4,8,30,61,Montana,Mineral County,4251
50,4,8,30,63,Montana,Missoula County,114181
50,4,8,30,65,Montana,Musselshell County,4582
50,4,8,30,67,Montana,Park County,15972
50,4,8,30,69,Montana,Petroleum County,475
50,4,8,30,71,Montana,Phillips County,4169
50,4,8,30,73,Montana,Pondera County,6184
50,4,8,30,75,Montana,Powder River County,1773
50,4,8,30,77,Montana,Powell County,6840
50,4,8,30,79,Montana,Prairie County,1160
50,4,8,30,81,Montana,Ravalli County,41373
50,4,8,30,83,Montana,Richland County,11960
50,4,8,30,85,Montana,Roosevelt County,11476
50,4,8,30,87,Montana,Rosebud County,9398
50,4,8,30,89,Montana,Sanders County,11336
50,4,8,30,91,Montana,Sheridan County,3687
50,4,8,30,93,Montana,Silver Bow County,34622
50,4,8,30,95,Montana,Stillwater County,9486
50,4,8,30,97,Montana,Sweet Grass County,3634
50,4,8,30,99,Montana,Teton County,6104
50,4,8,30,101,Montana,Toole County,5087
50,4,8,30,103,Montana,Treasure County,697
50,4,8,30,105,Montana,Valley County,7659
50,4,8,30,107,Montana,Wheatland County,2110
50,4,8,30,109,Montana,Wibaux County,1130
50,4,8,30,111,Montana,Yellowstone County,157048
40,2,4,31,0,Nebraska,Nebraska,1896190
50,2,4,31,1,Nebraska,Adams County,31587
50,2,4,31,3,Nebraska,Antelope County,6414
50,2,4,31,5,Nebraska,Arthur County,456
50,2,4,31,7,Nebraska,Banner County,788
50,2,4,31,9,Nebraska,Blaine County,487
50,2,4,31,11,Nebraska,Boone County,5315
50,2,4,31,13,Nebraska,Box Butte County,11337
50,2,4,31,15,Nebraska,Boyd County,2006
50,2,4,31,17,Nebraska,Brown County,2946
50,2,4,31,19,Nebraska,Buffalo County,48863
50,2,4,31,21,Nebraska,Burt County,6585
50,2,4,31,23,Nebraska,Butler County,8115
50,2,4,31,25,Nebraska,Cass County,25512
50,2,4,31,27,Nebraska,Cedar County,8564
50,2,4,31,29,Nebraska,Chase County,3956
50,2,4,31,31,Nebraska,Cherry County,5848
50,2,4,31,33,Nebraska,Cheyenne County,10167
50,2,4,31,35,Nebraska,Clay County,6309
50,2,4,31,37,Nebraska,Colfax County,10520
50,2,4,31,39,Nebraska,Cuming County,9125
50,2,4,31,41,Nebraska,Custer County,10806
50,2,4,31,43,Nebraska,Dakota County,20781
50,2,4,31,45,Nebraska,Dawes County,9055
50,2,4,31,47,Nebraska,Dawson County,23886
50,2,4,31,49,Nebraska,Deuel County,1921
50,2,4,31,51,Nebraska,Dixon County,5797
50,2,4,31,53,Nebraska,Dodge County,36706
50,2,4,31,55,Nebraska,Douglas County,550064
50,2,4,31,57,Nebraska,Dundy County,1799
50,2,4,31,59,Nebraska,Fillmore County,5619
50,2,4,31,61,Nebraska,Franklin County,2985
50,2,4,31,63,Nebraska,Frontier County,2624
